"_time",ID,BlockChannel,Category,Event,Certainty,"Response Type",Severity,Urgency,"Message Type",Area,WEAText,Headline,Description,Instruction
"2017-02-19T15:26:40.000-0500","1bc16cf4-1be3-452a-a15e-84626660f64f","null
null
null
PUBLIC",Other,"Local Area Emergency",Observed,Prepare,Severe,Immediate,Alert,"MT Madison County Emergency Management","Sheridan Mt water will be restored in the next hour. A boil order is in place.","Local Area Emergency","The water in Sheridan Mt will be restored in the next hour. A boil order is in place until water quality is restored. Responders will be going door to door with information about the order.",
"2017-02-19T15:04:24.000-0500","NCMEC_12147_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Update,"Target Area","AMBER Alert: Overland, MO. Red, maroon, or brown. Nissan or Hyundai.","AMBER Alert: Overland, MO. Red, maroon, or brown. Nissan or Hyundai.","Update: Second suspect added, vehicle information updated

The Overland Police Department has issued an Amber Alert for an abduction incident that occurred at 2200 Woodson Rd in Overland at 11:35 AM on 02/19/2017.

Vehicle:
Maroon or red sports car, possibly a Jaguar, last seen westbound from 2200 Woodson Rd, Overland.

Brian Scott Pullen was taken by his non-custodial father, Brian Pullen. Pullen is a Missouri convicted felon and a registered sex offender and was armed with a shotgun at the time of the abduction. The suspect may be en route to Fairmont, IL.

 
Anyone seeing the abducted child, suspect, associate, or vehicle, or anyone having any information related to the Amber Alert should immediately dial 911 to contact the nearest law enforcement agency or call the Overland Police Department at 314-227-2848.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-19T13:42:54.000-0500","NCMEC_12147_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","AMBER Alert: Overland, MO. Red or maroon older sports car. Possibly Jaguar.","AMBER Alert: Overland, MO. Red or maroon older sports car. Possibly Jaguar.","The Overland Police Department has issued an Amber Alert for an abduction incident that occurred at 2200 Woodson Rd in Overland at 11:35 AM on 02/19/2017.

Vehicle:
Maroon or red sports car, possibly a Jaguar, last seen westbound from 2200 Woodson Rd, Overland Park.




Brian Scott Pullen was taken by his non-custodial father, Brian Pullen. Pullen is a Missouri convicted felon and a registered sex offender and was armed with a shotgun at the time of the abduction. The suspect may be en route to Fairmont, IL.

 
Anyone seeing the abducted child, suspect, associate, or vehicle, or anyone having any information related to the Amber Alert should immediately dial 911 to contact the nearest law enforcement agency or call the Overland Police Department at 314-227-2848.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-17T17:23:18.000-0500",1323816295563437,"CAPEXCH
NWEM
EAS
PUBLIC",Safety,"Evacuation Immediate",Observed,,Severe,Immediate,Alert,006083,"EVAC WARNING issued W. of Fredensborg Canyon Rd, S of Squire Ln, & N. of Chalk Hill Rd.",,,
"2017-02-17T15:13:39.000-0500",1323816295563329,"CAPEXCH
NWEM
PUBLIC",Safety,"Evacuation Immediate",Likely,,Severe,Immediate,Alert,006083,"An EVACUATION WARNING issued for Robin Hill Rd and immediate surrounding areas in Goleta",,"An EVACUATION WARNING issued for Robin Hill Rd and immediate surrounding areas in Goleta",
"2017-02-17T10:22:58.000-0500",2643230248589207,"CAPEXCH
NWEM
EAS
PUBLIC",Safety,"Evacuation Immediate",Likely,,Severe,Expected,Alert,006083,"An Evacuation Warning has been issued for the greater Sherpa Fire Burn area.",,,
"2017-02-15T16:57:47.000-0500","FL.000_435_2017-02-15T17:57:47-05:00","EMNET
NWEM
EAS",Geo,"Fire Warning",Observed,,Severe,Immediate,Alert,"Polk County","Due to wildfire avoid Hwy 60 from Sam Keene to Grape Hammock Rd near Indian Lake Estates","EAS Fire Warning","DUE TO WILDFIRE AVOID HWY 60 FROM SAM KEENE TO GRAPE HAMMOCK RD NEAR INDIAN LAKE ESTATES","Avoid area"
"2017-02-13T16:48:45.000-0500","NCMEC_12175_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Gary, IN - AMBER Alert - Chastinea Reeves - Check local media","Gary, IN - AMBER Alert - Chastinea Reeves - Check local media","An Amber Alert has been declared, repeating, an Amber Alert has been declared.

The Gary Police Department is investigating the abduction of a child from Gary, Indiana. Chastinea Reeves is a 15 year old black female, 5 feet 2 inches tall, 130 pounds, black hair, and brown eyes.  Chastinea Reeves was wearing a grey t-shirt and black jeans when last seen.
The child was last seen Monday, February 13, 2017 in Gary, Indiana and is believed to be in extreme danger.  Gary, Indiana is 30 miles south of Chicago, Illinois.
If you have any information on Chastinea Reeves, contact the Gary Police Department at 1-888-58AMBER (582-6237) or 911.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-10T16:13:19.000-0500","ASHERGROUP-389887","EAS
NWEM
PUBLIC",,"Local Area Emergency",Observed,Monitor,Severe,Expected,Alert,"In this area","The Fire on Moore Road has been contained you may return to your homes.",,"The Fire on Moore Road has been contained you may return to your homes.",
"2017-02-10T15:09:06.000-0500","ASHERGROUP-389859","EAS
NWEM
PUBLIC",Safety,"Evacuation Immediate",Observed,Prepare,Severe,Immediate,Alert,"In this area","Fire off of Moore Rd Moving West Rapidly. If you see smoke Evacuate Immediatly",,"Fire off of Moore Rd Moving West Rapidly. If you see smoke Evacuate Immediatly",
"2017-02-09T16:06:25.000-0500","28fe1089-6657-4774-b82b-63f3b45db393","null
NWEM
CMAS
PUBLIC",Safety,"Evacuation Immediate",Observed,Evacuate,Extreme,Immediate,Alert,"CA Shasta Area Safety Communications Agency (SHASCOM)",null,"Evacuation Immediate","sheriffs department requests evacuation for homes along Sacramento river in Castella and sweetbriar due to rising water levels.",
"2017-02-09T15:36:25.000-0500","1c7dd132-8c31-2e2d-31e5-4b02f9e47ee4","NWEM
EAS",Safety,"Local Area Emergency",Observed,Shelter,Extreme,Immediate,Alert,"Hancock,IN,","Avoid I-70  at Eastbound due to traffic accident near Mt comfort EXIT",null,null,null
"2017-02-07T14:22:37.000-0500","NCMEC_12161_3","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL

At the request of the New York Police Department, a New York State AMBER Alert has been issued by the New York State Police relating to the disappearance of Kim Woo; age 2 years, 11 months; from Staten Island, NY on February 7, 2017 at 8:30 AM.  

 Johnny Woo was last seen driving NY Registration GHH8886, a 2014 Kia Sorrento, color black.  

 Johnny Woo took Kim Woo under circumstances that lead the Police to believe that the child is in imminent danger.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-07T13:31:50.000-0500","NCMEC_12161_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Update,"Target Area","Staten Island, NY AMBER Alert UPDATE: LIC/GHH 8886 (NY) (2014) Black Kia Sorrento","Staten Island, NY AMBER Alert UPDATE: LIC/GHH 8886 (NY) (2014) Black Kia Sorrento","UPDATE - Expanded to Region 10

At the request of the New York Police Department, a New York State AMBER Alert has been issued by the New York State Police relating to the disappearance of Kim Woo; age 2 years, 11 months; from Staten Island, NY on February 7, 2017 at 8:30 AM.  

 Johnny Woo was last seen driving NY Registration GHH8886, a 2014 Kia Sorrento, color black.  

 Johnny Woo took Kim Woo under circumstances that lead the Police to believe that the child is in imminent danger.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-07T12:14:46.000-0500","NCMEC_12146_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL

The Conway Police Department has requested activation of a Morgan Nick AMBER Alert, Level 2. Child was taken at knife point. Last seen wearing diaper only.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-07T11:46:49.000-0500","NCMEC_12146_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Conway, AR AMBER Alert: LIC/995SAM (AR) 2003 Volkswagen Jetta 4 Door","Conway, AR AMBER Alert: LIC/995SAM (AR) 2003 Volkswagen Jetta 4 Door","The Conway Police Department has requested activation of a Morgan Nick AMBER Alert, Level 2. Child was taken at knife point. Last seen wearing diaper only.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-07T11:10:24.000-0500","NCMEC_12161_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Staten Island, NY AMBER Alert: LIC/GHH8886 (NY) 2014 Black Kia Sorrento","Staten Island, NY AMBER Alert: LIC/GHH8886 (NY) 2014 Black Kia Sorrento","At the request of the New York Police Department, a New York State AMBER Alert has been issued by the New York State Police relating to the disappearance of Kim Woo; age 2 years, 11 months; from Staten Island, NY on February 7, 2017 at 8:30 AM.  

 Johnny Woo was last seen driving NY Registration GHH8886, a 2014 Kia Sorrento, color black.  

 Johnny Woo took Kim Woo under circumstances that lead the Police to believe that the child is in imminent danger.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-06T00:37:35.000-0500","NCMEC_12160_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT 

The child was taken from Berwick, Columbia County, Pennsylvania. The child was inside the listed vehicle, which was stolen by an unknown suspect who fled the area towards Laporte, Pennsylvania.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-05T19:54:25.000-0500","NCMEC_12160_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Berwick, PA AMBER Alert: LIC/HWN1367 (PA) 2005 Yellow Ford Mustang Convertible","Berwick, PA AMBER Alert: LIC/HWN1367 (PA) 2005 Yellow Ford Mustang Convertible","The child was taken from Berwick, Columbia County, Pennsylvania. The child was inside the listed vehicle, which was stolen by an unknown suspect who fled the area towards Laporte, Pennsylvania.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-05T00:35:22.000-0500","NCMEC_12159_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL WEA, VEHICLE LOCATED ONLY

The child was taken by the suspect in the listed vehicle. The suspect may have a firearm.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-04T23:56:31.000-0500","NCMEC_12159_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Washoe County, NV AMBER Alert: LIC/1YURI (NV) 2012 Red Nissan Frontier","Washoe County, NV AMBER Alert: LIC/1YURI (NV) 2012 Red Nissan Frontier","The child was taken by the suspect in the listed vehicle. The suspect may have a firearm.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-02-01T09:17:30.000-0500","AS-KY-0c77381c-768e-453d-a70d-ac56624cbc03","EAS
NWEM",Safety,"Civil Emergency Message",Observed,Monitor,Extreme,Immediate,Alert,Alton,"Water Main Break in area Boil Water Advisory until further.  Will update when lifted.",,,
"2017-01-31T21:29:56.000-0500","NCMEC_12158_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT

A Florida AMBER Alert has been issued for Bane Wheeler, last seen in the 9000th block of US Highway 19 in Port Richey, Florida. He was last seen wearing a green jacket, black and blue plaid shirt, dark colored pants and black tennis shoes. The child may be in the company of Daniel Wheeler, who was last seen wearing a camouflage jacket, khaki shorts, black hat, black shoes and white socks. He has multiple tattoos of a flaming heart on his chest, ""Wheeler"" on his back, a cross on his upper left arm that says ""Dustin"", and holding hands that says ""Bane"" on his right arm.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-01-31T15:09:21.000-0500","NCMEC_12158_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","#FLAMBER Alert, Pasco County, Bane Wheeler, 2 yo, LIC/9A47V9 (TN) 2005 Black Nissan Altima","#FLAMBER Alert, Pasco County, Bane Wheeler, 2 yo, LIC/9A47V9 (TN) 2005 Black Nissan Altima","A Florida AMBER Alert has been issued for Bane Wheeler, last seen in the 9000th block of US Highway 19 in Port Richey, Florida. He was last seen wearing a green jacket, black and blue plaid shirt, dark colored pants and black tennis shoes. The child may be in the company of Daniel Wheeler, who was last seen wearing a camouflage jacket, khaki shorts, black hat, black shoes and white socks. He has multiple tattoos of a flaming heart on his chest, ""Wheeler"" on his back, a cross on his upper left arm that says ""Dustin"", and holding hands that says ""Bane"" on his right arm.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-01-30T09:27:58.000-0500","NCMEC_12157_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","This Amber Alert has been cancelled. Child has been located and is safe.
Amber Alert issued by the Columbus Police Department for the following regions: Central Ohio, which includes the following counties: Delaware, Fairfield, Fayette, Franklin, Hocking, Licking, Madison, Muskingum, Perry, Pickaway, and Union. Be on the lookout for an abducted child. On 1/30/17 at 7:49 AM, 4 yo taken in running vehicle from the area of 1580 North 4th St, Columbus, Ohio. The child's name is Janylia Fails. The child is a Black female, age 4, 3 ft tall, weighs 40lbs, and has black hair and brown eyes. Last seen wearing purple floral pattern jacket, blue jeans, black shoes. Suspect's name is unknown. The suspect is a Black male. Wearing a black coat. Call or dial 911 if you see the child, the suspect or the vehicle. You can also call 1-877-AMBER-OH (1-877-262-3764) or 911 to be transferred directly to the investigating law enforcement agency or to hear the alert information.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-01-30T08:30:06.000-0500","NCMEC_12157_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","AMBER Alert: No Vehicle Description, check your local media.","AMBER Alert: No Vehicle Description, check your local media.","Amber Alert issued by the Columbus Police Department for the following regions: Central Ohio, which includes the following counties: Delaware, Fairfield, Fayette, Franklin, Hocking, Licking, Madison, Muskingum, Perry, Pickaway, and Union. Be on the lookout for an abducted child. On 1/30/17 at 7:49 AM, 4 yo taken in running vehicle from the area of 1580 North 4th St, Columbus, Ohio. The child's name is Janylia Fails. The child is a Black female, age 4, 3 ft tall, weighs 40lbs, and has black hair and brown eyes. Last seen wearing purple floral pattern jacket, blue jeans, black shoes. Suspect's name is unknown. The suspect is a Black male. Wearing a black coat. Call or dial 911 if you see the child, the suspect or the vehicle. You can also call 1-877-AMBER-OH (1-877-262-3764) or 911 to be transferred directly to the investigating law enforcement agency or to hear the alert information.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-01-29T18:42:52.000-0500","01C025AC-7CBB-47DC-AEA2-ABE4C55987B5","PUBLIC
EAS
NWEM",,"Local Area Emergency",Observed,Prepare,Severe,Immediate,Alert,"Winter Advisory","1/29/17:  NWS  - Winter  Snow Advisory of  1-2"" for Carter Co. Prepare for slick roads.","Winter Weather Advisory","NWS has issued a winter weather advisory for Carter County of 1-2"".","Prepare for freezing roads . Allow extra driving time."
"2017-01-27T01:30:01.000-0500","NCMEC_12173_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT. UPDATE AMBER ALERT - The child's height and weight have been added. The child's race and suspect, Hailey's, race have been updated to White/Hispanic.

The La Marque Police Department is searching for Mark Leeson. Police are looking for Hailey Richter and Zikeyas McCullum in connection with his abduction. The suspects are driving a 1998 Black Jeep Grand Cherokee with TX License Plate FTM1941. The suspects were last heard from in La Marque, TX.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-01-26T19:44:55.000-0500","NCMEC_12173_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","La Marque, TX AMBER Alert: LIC/FTM1941 (TX) 1998 Black Jeep Grand Cherokee","La Marque, TX AMBER Alert: LIC/FTM1941 (TX) 1998 Black Jeep Grand Cherokee","The La Marque Police Department is searching for Mark Leeson. Police are looking for Hailey Richter and Zikeyas McCullum in connection with his abduction. The suspects are driving a 1998 Black Jeep Grand Cherokee with TX License Plate FTM1941. The suspects were last heard from in La Marque, TX.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-01-24T19:41:32.000-0500","NCMEC_12172_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT

A LEVI'S CALL HAS BEEN ACTIVATED ON BEHALF OF NORCROSS POLICE DEPARTMENT IN REFERENCE TO MIREIDA ESPINOZA-LEMUS. HISPANIC FEMALE AGE 4 3'6 35 POUNDS SHOULDER LENGTH HAIR STRAIGHT WITH  BROWN EYES . LAST SEEN WEARING PINK SWEATER AND PINK PANTS.  SHE HAS A BIRTHMARK IN SHAPE OF A STAR ON HER THUMB. LAST SEEN AT 5655 HAMMON DRIVER, NORCROSS GA. FOR FURTHER INFOMATION PLEASE CONTACT NORCROSS POLICE DEPARTMENT AT 770 448 2111","NO FURTHER INSTRUCTIONS PROVIDED."
